vinregex,year,makemodel,vinchar1,vinchar2,vinchar3,vinchar4,vinchar5,vinchar6,vinchar7,vinchar8,vinchar9,vinchar10,vinchar11,vinchar12,vinchar13,vinchar14,vinchar15,vinchar16,vinchar17,make,model
WBA4J3C53KBL08971,2019,BMW 430 GRAN COUPE I XDRIVE,32,11,10,4,19,3,12,5,3,20,11,21,0,8,9,7,1,BMW,430
5TDJZRFH4KS566965,2019,TOYOTA HIGHLANDER XLE,5,29,13,19,35,27,15,17,4,20,28,5,6,6,9,6,5,TOYOTA,HIGHLANDER
1FTEW1EG2JFE45547,2018,FORD F150 XLT,1,15,29,14,32,1,14,16,2,19,15,14,4,5,5,4,7,FORD,F150
5UXCR6C57KLK83266,2019,BMW X5 XDRIVE40I,5,30,33,12,27,6,12,5,7,20,21,20,8,3,2,6,6,BMW,X5
1GCRYEED9KZ176004,2019,CHEVROLET SILVERADO 1500 RST,1,16,12,27,34,14,14,13,9,20,35,1,7,6,0,0,4,CHEVROLET,SILVERADO
3C4NJDBB8JT359822,2018,JEEP COMPASS LATITUDE,3,12,4,23,19,13,11,11,8,19,29,3,5,9,8,2,2,JEEP,COMPASS
19XFC1F70HE017234,2017,HONDA CIVIC EXL,1,9,33,15,12,1,15,7,0,17,14,0,1,7,2,3,4,HONDA,CIVIC
2C4RDGEG3HR716323,2017,DODGE GRAND CARAVAN GT,2,12,4,27,13,16,14,16,3,17,27,7,1,6,3,2,3,DODGE,GRAND
5UXWX9C51G0D81399,2016,BMW X3 XDRIVE28I,5,30,33,32,33,9,12,5,1,16,0,13,8,1,3,9,9,BMW,X3
4T1B11HK6KU702364,2019,TOYOTA CAMRY LE,4,29,1,11,1,1,17,20,6,20,30,7,0,2,3,6,4,TOYOTA,CAMRY
1C3CCCAB6FN702782,2015,CHRYSLER 200 LIMITED,1,12,3,12,12,12,10,11,6,15,23,7,0,2,7,8,2,CHRYSLER,200
WVWKR7AU9JW907305,2018,VOLKSWAGEN GOLF TSI SE,32,31,32,20,27,7,10,30,9,19,32,9,0,7,3,0,5,VOLKSWAGEN,GOLF
1FTEW1EG6JFE77627,2018,FORD F150 XLT,1,15,29,14,32,1,14,16,6,19,15,14,7,7,6,2,7,FORD,F150
5YJXCBE27GF021127,2016,TESLA MODEL X 60D,5,34,19,33,12,11,14,2,7,16,15,0,2,1,1,2,7,TESLA,MODEL
5TFHY5F18KX796984,2019,TOYOTA TUNDRA LIMITED,5,29,15,17,34,5,15,1,8,20,33,7,9,6,9,8,4,TOYOTA,TUNDRA
5TDJZRFHXKS567599,2019,TOYOTA HIGHLANDER XLE,5,29,13,19,35,27,15,17,33,20,28,5,6,7,5,9,9,TOYOTA,HIGHLANDER
1G6AB5RA8F0131079,2015,CADILLAC ATS 25L LUXURY,1,16,6,10,11,5,27,10,8,15,0,1,3,1,0,7,9,CADILLAC,ATS
1C6RR7NM5JS238490,2018,RAM 1500 LARAMIE,1,12,6,27,27,7,23,22,5,19,28,2,3,8,4,9,0,RAM,1500
WBS8M9C51J5L71961,2018,BMW M3 BASE,32,11,28,8,22,9,12,5,1,19,5,21,7,1,9,6,1,BMW,M3
JTNKARJEXGJ522381,2016,SCION IM 5DR HB CVT NATL,19,29,23,20,10,27,19,14,33,16,19,5,2,2,3,8,1,SCION,IM
3VW2A7AU4FM019864,2015,VOLKSWAGEN GOLF DSG TDI S,3,31,32,2,10,7,10,30,4,15,22,0,1,9,8,6,4,VOLKSWAGEN,GOLF
2C3CCABG3JH243856,2018,CHRYSLER 300 S,2,12,3,12,12,10,11,16,3,19,17,2,4,3,8,5,6,CHRYSLER,300
JF2SKAEC9KH426030,2019,SUBARU FORESTER 25I TOURING,19,15,2,28,20,10,14,12,9,20,17,4,2,6,0,3,0,SUBARU,FORESTER
SALYL2EV0KA795079,2019,LANDROVER RANGE ROVER VELAR P380 SE RDYNAMIC,28,10,21,34,21,2,14,31,0,20,10,7,9,5,0,7,9,LANDROVER,RANGE
1D7RV1GT5BS668792,2011,DODGE RAM 1500 LARAMIE,1,13,7,27,31,1,16,29,5,11,28,6,6,8,7,9,2,DODGE,RAM
1GYKNCRS4KZ162397,2019,CADILLAC XT5 LUXURY,1,16,34,20,23,12,27,28,4,20,35,1,6,2,3,9,7,CADILLAC,XT5
3VW2B7AJ8HM387602,2017,VOLKSWAGEN JETTA 14T S,3,31,32,2,11,7,10,19,8,17,22,3,8,7,6,0,2,VOLKSWAGEN,JETTA
3FA6P0HRXDR251001,2013,FORD FUSION SE,3,15,10,6,25,0,17,27,33,13,27,2,5,1,0,0,1,FORD,FUSION
3C4PDCAB5JT531672,2018,DODGE JOURNEY SE,3,12,4,25,13,12,10,11,5,19,29,5,3,1,6,7,2,DODGE,JOURNEY
SALWG2VF1FA625064,2015,LANDROVER RANGE ROVER SPORT SUPERCHARGED SE,28,10,21,32,16,2,31,15,1,15,10,6,2,5,0,6,4,LANDROVER,RANGE
5TFEM5F18DX064436,2013,TOYOTA TUNDRA BASE,5,29,15,14,22,5,15,1,8,13,33,0,6,4,4,3,6,TOYOTA,TUNDRA
WAUGFAFC1GN123708,2016,AUDI A6 20T PREMIUM,32,10,30,16,15,10,15,12,1,16,23,1,2,3,7,0,8,AUDI,A6
JTHKD5BH5D2149011,2013,LEXUS CT 200H HYBRID,19,29,17,20,13,5,11,17,5,13,2,1,4,9,0,1,1,LEXUS,CT
1C6SRFBT3KN719216,2019,RAM 1500 BIG HORN,1,12,6,28,27,15,11,29,3,20,23,7,1,9,2,1,6,RAM,1500
5TFDY5F1XKX797584,2019,TOYOTA TUNDRA SR5,5,29,15,13,34,5,15,1,33,20,33,7,9,7,5,8,4,TOYOTA,TUNDRA
5TFBW5F1XEX365112,2014,TOYOTA TUNDRA LIMITED,5,29,15,11,32,5,15,1,33,14,33,3,6,5,1,1,2,TOYOTA,TUNDRA
WA1LGAFE7FD008769,2015,AUDI Q7 30T PREMIUM PLUS,32,10,1,21,16,10,15,14,7,15,13,0,0,8,7,6,9,AUDI,Q7
4T1B11HK6KU701201,2019,TOYOTA CAMRY SE,4,29,1,11,1,1,17,20,6,20,30,7,0,1,2,0,1,TOYOTA,CAMRY
JTMRFREVXJD256347,2018,TOYOTA RAV4 XLE,19,29,22,27,15,27,14,31,33,19,13,2,5,6,3,4,7,TOYOTA,RAV4
2C3CCAAG2KH548090,2019,CHRYSLER 300 TOURING,2,12,3,12,12,10,10,16,2,20,17,5,4,8,0,9,0,CHRYSLER,300
WDDSJ4EB8EN063032,2014,MERCEDESBENZ CLA 250,32,13,13,28,19,4,14,11,8,14,23,0,6,3,0,3,2,MERCEDESBENZ,CLA
WDDPK3JA5GF120567,2016,MERCEDESBENZ SLK 300,32,13,13,25,20,3,19,10,5,16,15,1,2,0,5,6,7,MERCEDESBENZ,SLK
5TDZZRFH4HS229790,2017,TOYOTA HIGHLANDER LE PLUS,5,29,13,35,35,27,15,17,4,17,28,2,2,9,7,9,0,TOYOTA,HIGHLANDER
WBA4F7C59HG438144,2017,BMW 430 GRAN COUPE I,32,11,10,4,15,7,12,5,9,17,16,4,3,8,1,4,4,BMW,430
1N6AD0EV0CC413131,2012,NISSAN FRONTIER PRO4X,1,23,6,10,13,0,14,31,0,12,12,4,1,3,1,3,1,NISSAN,FRONTIER
2G1105SA5H9165902,2017,CHEVROLET IMPALA 1LT,2,16,1,1,0,5,28,10,5,17,9,1,6,5,9,0,2,CHEVROLET,IMPALA
KNDJP3A50G7366019,2016,KIA SOUL ,20,23,13,19,25,3,10,5,0,16,7,3,6,6,0,1,9,KIA,SOUL
JN8AF5MV5DT210981,2013,NISSAN JUKE SV,19,23,8,10,15,5,22,31,5,13,29,2,1,0,9,8,1,NISSAN,JUKE
JF1ZNAA11F8711454,2015,SCION FRS,19,15,1,35,23,10,10,1,1,15,8,7,1,1,4,5,4,SCION,FRS
5J6RM3H75FL012354,2015,HONDA CRV EXL,5,19,6,27,22,3,17,7,5,15,21,0,1,2,3,5,4,HONDA,CRV
1C4RJFAG6FC168204,2015,JEEP GRAND CHEROKEE LAREDO,1,12,4,27,19,15,10,16,6,15,12,1,6,8,2,0,4,JEEP,GRAND
5FNYF6H55KB038445,2019,HONDA PILOT EXL,5,15,23,34,15,6,17,5,5,20,11,0,3,8,4,4,5,HONDA,PILOT
3N1AB7AP4HY357057,2017,NISSAN SENTRA S,3,23,1,10,11,7,10,25,4,17,34,3,5,7,0,5,7,NISSAN,SENTRA
1HGCR2F32FA044635,2015,HONDA ACCORD LX,1,17,16,12,27,2,15,3,2,15,10,0,4,4,6,3,5,HONDA,ACCORD
WVWUF7AUXGW053645,2016,VOLKSWAGEN GOLF R 4DOOR,32,31,32,30,15,7,10,30,33,16,32,0,5,3,6,4,5,VOLKSWAGEN,GOLF
5NMS5CAA0KH045316,2019,HYUNDAI SANTA FE ULTIMATE 20T,5,23,22,28,5,12,10,10,0,20,17,0,4,5,3,1,6,HYUNDAI,SANTA
3N1CE2CP0FL437868,2015,NISSAN VERSA NOTE SV,3,23,1,12,14,2,12,25,0,15,21,4,3,7,8,6,8,NISSAN,VERSA
JN1BV7ARXFM403276,2015,INFINITI Q50 PREMIUM,19,23,1,11,31,7,10,27,33,15,22,4,0,3,2,7,6,INFINITI,Q50
1C4NJRFB2HD180831,2017,JEEP PATRIOT LATITUDE,1,12,4,23,19,27,15,11,2,17,13,1,8,0,8,3,1,JEEP,PATRIOT
WP1AG2A57HLB50525,2017,PORSCHE MACAN GTS,32,25,1,10,16,2,10,5,7,17,21,11,5,0,5,2,5,PORSCHE,MACAN
3FA6P0G77DR253949,2013,FORD FUSION S,3,15,10,6,25,0,16,7,7,13,27,2,5,3,9,4,9,FORD,FUSION
1G11B5SL3FF275735,2015,CHEVROLET MALIBU 1LS,1,16,1,1,11,5,28,21,3,15,15,2,7,5,7,3,5,CHEVROLET,MALIBU
2G1FA1E3XF9154898,2015,CHEVROLET CAMARO 1LS,2,16,1,15,10,1,14,3,33,15,9,1,5,4,8,9,8,CHEVROLET,CAMARO
1G1RC6S5XGU124217,2016,CHEVROLET VOLT LT,1,16,1,27,12,6,28,5,33,16,30,1,2,4,2,1,7,CHEVROLET,VOLT
5J8TC2H76KL021164,2019,ACURA RDX ADVANCE PACKAGE,5,19,8,29,12,2,17,7,6,20,21,0,2,1,1,6,4,ACURA,RDX
JN8AS5MT2AW008586,2010,NISSAN ROGUE S,19,23,8,10,28,5,22,29,2,10,32,0,0,8,5,8,6,NISSAN,ROGUE
1G6AH5RX2G0110748,2016,CADILLAC ATS 20 TURBO LUXURY COLLECTION,1,16,6,10,17,5,27,33,2,16,0,1,1,0,7,4,8,CADILLAC,ATS
1HGCV1F37JA268918,2018,HONDA ACCORD SPORT,1,17,16,12,31,1,15,3,7,19,10,2,6,8,9,1,8,HONDA,ACCORD
19XFB4F23FE001941,2015,HONDA CIVIC HYBRID,1,9,33,15,11,4,15,2,3,15,14,0,0,1,9,4,1,HONDA,CIVIC
WDDSJ4EB1JN550549,2018,MERCEDESBENZ CLA 250 BASE,32,13,13,28,19,4,14,11,1,19,23,5,5,0,5,4,9,MERCEDESBENZ,CLA
1GTP8DED1KZ148778,2019,GMC SIERRA 1500 SLT,1,16,29,25,8,13,14,13,1,20,35,1,4,8,7,7,8,GMC,SIERRA
4S4BSAHC9H3311620,2017,SUBARU OUTBACK 25I PREMIUM,4,28,4,11,28,10,17,12,9,17,3,3,1,1,6,2,0,SUBARU,OUTBACK
JM3KE2BE5F0538238,2015,MAZDA CX5 SPORT,19,22,3,20,14,2,11,14,5,15,0,5,3,8,2,3,8,MAZDA,CX5
JTDKDTB30F1105310,2015,TOYOTA PRIUS C TWO,19,29,13,20,13,29,11,3,0,15,1,1,0,5,3,1,0,TOYOTA,PRIUS
WVWAP7AN2FE805402,2015,VOLKSWAGEN CC 20T RLINE,32,31,32,10,25,7,10,23,2,15,14,8,0,5,4,0,2,VOLKSWAGEN,CC
JF1VA1B6XH9809223,2017,SUBARU WRX BASE,19,15,1,31,10,1,11,6,33,17,9,8,0,9,2,2,3,SUBARU,WRX
WDDHF5KBXGB173171,2016,MERCEDESBENZ E 350,32,13,13,17,15,5,20,11,33,16,11,1,7,3,1,7,1,MERCEDESBENZ,E
3C6TR5EJ0JG402896,2018,RAM 2500 POWER WAGON,3,12,6,29,27,5,14,19,0,19,16,4,0,2,8,9,6,RAM,2500
5J8YD4H04KL012190,2019,ACURA MDX 35 TECHNOLOGY W ASPEC,5,19,8,34,13,4,17,0,4,20,21,0,1,2,1,9,0,ACURA,MDX
KNDPBCAC4G7805388,2016,KIA SPORTAGE LX,20,23,13,25,11,12,10,12,4,16,7,8,0,5,3,8,8,KIA,SPORTAGE
JF2SKASC7KH420506,2019,SUBARU FORESTER LIMITED,19,15,2,28,20,10,28,12,7,20,17,4,2,0,5,0,6,SUBARU,FORESTER
JN8AF5MR7BT006246,2011,NISSAN JUKE S,19,23,8,10,15,5,22,27,7,11,29,0,0,6,2,4,6,NISSAN,JUKE
WMWXU1C58G2D09939,2016,MINI HARDTOP COOPER,32,22,32,33,30,1,12,5,8,16,2,13,0,9,9,3,9,MINI,HARDTOP
5TFEM5F12KX137071,2019,TOYOTA TUNDRA SR5,5,29,15,14,22,5,15,1,2,20,33,1,3,7,0,7,1,TOYOTA,TUNDRA
KNDJN2A21H7474270,2017,KIA SOUL BASE,20,23,13,19,23,2,10,2,1,17,7,4,7,4,2,7,0,KIA,SOUL
1FTFX1E51JKF86942,2018,FORD F150,1,15,29,15,33,1,14,5,1,19,20,15,8,6,9,4,2,FORD,F150
55SWF4KB5HU202956,2017,MERCEDESBENZ C 300,5,5,28,32,15,4,20,11,5,17,30,2,0,2,9,5,6,MERCEDESBENZ,C
WVGBV7AX1HK050397,2017,VOLKSWAGEN TIGUAN LIMITED 20T,32,31,16,11,31,7,10,33,1,17,20,0,5,0,3,9,7,VOLKSWAGEN,TIGUAN
3FA6P0CD0KR114402,2019,FORD FUSION SEL,3,15,10,6,25,0,12,13,0,20,27,1,1,4,4,0,2,FORD,FUSION
1GKS2CE07ER196569,2014,GMC YUKON SLT,1,16,20,28,2,12,14,0,7,14,27,1,9,6,5,6,9,GMC,YUKON
5GAKRAKD7FJ342344,2015,BUICK ENCLAVE CONVENIENCE,5,16,10,20,27,10,20,13,7,15,19,3,4,2,3,4,4,BUICK,ENCLAVE
1V2DP2CA7JC597322,2018,VOLKSWAGEN ATLAS 20T SE WTECHNOLOGY,1,31,2,13,25,2,12,10,7,19,12,5,9,7,3,2,2,VOLKSWAGEN,ATLAS
3TMGZ5ANXKM198811,2019,TOYOTA TACOMA LIMITED,3,29,22,16,35,5,10,23,33,20,22,1,9,8,8,1,1,TOYOTA,TACOMA
5GAKRCED7CJ404523,2012,BUICK ENCLAVE LEATHER,5,16,10,20,27,12,14,13,7,12,19,4,0,4,5,2,3,BUICK,ENCLAVE
WDDUG8DB2KA443227,2019,MERCEDESBENZ S 560,32,13,13,30,16,8,13,11,2,20,10,4,4,3,2,2,7,MERCEDESBENZ,S
1C3CCCAB8GN170968,2016,CHRYSLER 200 LIMITED,1,12,3,12,12,12,10,11,8,16,23,1,7,0,9,6,8,CHRYSLER,200
5N1AT2MT9KC727162,2019,NISSAN ROGUE SV,5,23,1,10,29,2,22,29,9,20,12,7,2,7,1,6,2,NISSAN,ROGUE
4T1B11HK1KU176693,2019,TOYOTA CAMRY SE,4,29,1,11,1,1,17,20,1,20,30,1,7,6,6,9,3,TOYOTA,CAMRY
2T3YFREV5HW322893,2017,TOYOTA RAV4 PLATINUM,2,29,3,34,15,27,14,31,5,17,32,3,2,2,8,9,3,TOYOTA,RAV4
1ZVBP8EM6C5229687,2012,FORD MUSTANG,1,35,31,11,25,8,14,22,6,12,5,2,2,9,6,8,7,FORD,MUSTANG
2GNALBEK7H1549011,2017,CHEVROLET EQUINOX LS,2,16,23,10,21,11,14,20,7,17,1,5,4,9,0,1,1,CHEVROLET,EQUINOX
3HGGK5G41KM700383,2019,HONDA FIT LX,3,17,16,16,20,5,16,4,1,20,22,7,0,0,3,8,3,HONDA,FIT
WA1D7AFP7GA016346,2016,AUDI Q5 30T PREMIUM PLUS QUATTRO,32,10,1,13,7,10,15,25,7,16,10,0,1,6,3,4,6,AUDI,Q5
WDDUG8DB2KA450873,2019,MERCEDESBENZ S 560,32,13,13,30,16,8,13,11,2,20,10,4,5,0,8,7,3,MERCEDESBENZ,S
WAUBFGFF6F1108635,2015,AUDI A3 20T PREMIUM QUATTRO,32,10,30,11,15,16,15,15,6,15,1,1,0,8,6,3,5,AUDI,A3
1N4AL3AP8FC415170,2015,NISSAN ALTIMA 25 SV,1,23,4,10,21,3,10,25,8,15,12,4,1,5,1,7,0,NISSAN,ALTIMA
2GNFLGEK5F6436709,2015,CHEVROLET EQUINOX 2LT,2,16,23,15,21,16,14,20,5,15,6,4,3,6,7,0,9,CHEVROLET,EQUINOX
KM8J33A43GU128147,2016,HYUNDAI TUCSON SE,20,22,8,19,3,3,10,4,3,16,30,1,2,8,1,4,7,HYUNDAI,TUCSON
1C4PJMCB8HW605411,2017,JEEP CHEROKEE LATITUDE,1,12,4,25,19,22,12,11,8,17,32,6,0,5,4,1,1,JEEP,CHEROKEE
1G11B5SAXDF339216,2013,CHEVROLET MALIBU 1LS,1,16,1,1,11,5,28,10,33,13,15,3,3,9,2,1,6,CHEVROLET,MALIBU
5TFJX4GN1FX043349,2015,TOYOTA TACOMA PRERUNNER,5,29,15,19,33,4,16,23,1,15,33,0,4,3,3,4,9,TOYOTA,TACOMA
3VWD17AJ8GM275344,2016,VOLKSWAGEN JETTA 18T SPORT,3,31,32,13,1,7,10,19,8,16,22,2,7,5,3,4,4,VOLKSWAGEN,JETTA
2HGFB2F87DH528215,2013,HONDA CIVIC EX,2,17,16,15,11,2,15,8,7,13,17,5,2,8,2,1,5,HONDA,CIVIC
2T1BURHE9KC193727,2019,TOYOTA COROLLA LE,2,29,1,11,30,27,17,14,9,20,12,1,9,3,7,2,7,TOYOTA,COROLLA
1HGCV1F32JA261195,2018,HONDA ACCORD SPORT,1,17,16,12,31,1,15,3,2,19,10,2,6,1,1,9,5,HONDA,ACCORD
1B3BD1FB3BN557035,2011,DODGE AVENGER MAINSTREET,1,11,3,11,13,1,15,11,3,11,23,5,5,7,0,3,5,DODGE,AVENGER
3FA6P0D97ER165748,2014,FORD FUSION TITANIUM,3,15,10,6,25,0,13,9,7,14,27,1,6,5,7,4,8,FORD,FUSION
5XXGR4A64FG508994,2015,KIA OPTIMA SXL TURBO,5,33,33,16,27,4,10,6,4,15,16,5,0,8,9,9,4,KIA,OPTIMA
WDD2J5JB8KA012757,2019,MERCEDESBENZ CLS 450 BASE,32,13,13,2,19,5,19,11,8,20,10,0,1,2,7,5,7,MERCEDESBENZ,CLS
1FADP3K25DL318574,2013,FORD FOCUS SE,1,15,10,13,25,3,20,2,5,13,21,3,1,8,5,7,4,FORD,FOCUS
1FM5K8D82KGA51679,2019,FORD EXPLORER XLT,1,15,22,5,20,8,13,8,2,20,16,10,5,1,6,7,9,FORD,EXPLORER
KNDMB5C12H6247607,2017,KIA SEDONA LX,20,23,13,22,11,5,12,1,2,17,6,2,4,7,6,0,7,KIA,SEDONA
3MYDLBYV1KY505723,2019,TOYOTA YARIS SEDAN LE,3,22,34,13,21,11,34,31,1,20,34,5,0,5,7,2,3,TOYOTA,YARIS
5NPE34AF9GH262474,2016,HYUNDAI SONATA SPORT,5,23,25,14,3,4,10,15,9,16,17,2,6,2,4,7,4,HYUNDAI,SONATA
5J8YD4H06KL012188,2019,ACURA MDX 35L TECHNOLOGY  ASPEC PKGS,5,19,8,34,13,4,17,0,6,20,21,0,1,2,1,8,8,ACURA,MDX
KMHCT4AE7HU202291,2017,HYUNDAI ACCENT SE,20,22,17,12,29,4,10,14,7,17,30,2,0,2,2,9,1,HYUNDAI,ACCENT
5YFBURHE5GP383502,2016,TOYOTA COROLLA LE,5,34,15,11,30,27,17,14,5,16,25,3,8,3,5,0,2,TOYOTA,COROLLA
3MEHM08149R619541,2009,MERCURY MILAN V6 PREMIER,3,22,14,17,22,0,8,1,4,9,27,6,1,9,5,4,1,MERCURY,MILAN
5NPD74LF8KH419613,2019,HYUNDAI ELANTRA SE,5,23,25,13,7,4,21,15,8,20,17,4,1,9,6,1,3,HYUNDAI,ELANTRA
WBXHT3C30J5L34120,2018,BMW X1 XDRIVE28I,32,11,33,17,29,3,12,3,0,19,5,21,3,4,1,2,0,BMW,X1
KNDJN2A24K7685597,2019,KIA SOUL BASE,20,23,13,19,23,2,10,2,4,20,7,6,8,5,5,9,7,KIA,SOUL
SJKCH5CR8HA022392,2017,INFINITI QX30 PREMIUM,28,19,20,12,17,5,12,27,8,17,10,0,2,2,3,9,2,INFINITI,QX30
5N1AT2MT8GC922399,2016,NISSAN ROGUE S,5,23,1,10,29,2,22,29,8,16,12,9,2,2,3,9,9,NISSAN,ROGUE
WDD2J5JB4KA017843,2019,MERCEDESBENZ CLS 450 BASE,32,13,13,2,19,5,19,11,4,20,10,0,1,7,8,4,3,MERCEDESBENZ,CLS
3C6JR6AT0FG699079,2015,RAM 1500 TRADESMANEXPRESS,3,12,6,19,27,6,10,29,0,15,16,6,9,9,0,7,9,RAM,1500
WDD2J5JB7KA014922,2019,MERCEDESBENZ CLS 450 BASE,32,13,13,2,19,5,19,11,7,20,10,0,1,4,9,2,2,MERCEDESBENZ,CLS
3KPF24ADXKE041209,2019,KIA FORTE LXS,3,20,25,15,2,4,10,13,33,20,14,0,4,1,2,0,9,KIA,FORTE
4T1B61HK8KU178281,2019,TOYOTA CAMRY XSE,4,29,1,11,6,1,17,20,8,20,30,1,7,8,2,8,1,TOYOTA,CAMRY
1C4NJPBA5HD146187,2017,JEEP PATRIOT SPORT,1,12,4,23,19,25,11,10,5,17,13,1,4,6,1,8,7,JEEP,PATRIOT
KL4CJASB6GB720250,2016,BUICK ENCORE BASE,20,21,4,12,19,10,28,11,6,16,11,7,2,0,2,5,0,BUICK,ENCORE
5TDDGRFH0KS054915,2019,TOYOTA HIGHLANDER HYBRID LIMITED,5,29,13,13,16,27,15,17,0,20,28,0,5,4,9,1,5,TOYOTA,HIGHLANDER
1C6RREFT8KN667486,2019,RAM 1500 BIG HORN,1,12,6,27,27,14,15,29,8,20,23,6,6,7,4,8,6,RAM,1500
1C6RR7GT2GS177211,2016,RAM 1500 SLT,1,12,6,27,27,7,16,29,2,16,28,1,7,7,2,1,1,RAM,1500
5LMCJ3C96KUL07666,2019,LINCOLN MKC RESERVE,5,21,22,12,19,3,12,9,6,20,30,21,0,7,6,6,6,LINCOLN,MKC
1G1FB1RX7J0117031,2018,CHEVROLET CAMARO 1LT,1,16,1,15,11,1,27,33,7,19,0,1,1,7,0,3,1,CHEVROLET,CAMARO
1FM5K8D86KGA50406,2019,FORD EXPLORER XLT,1,15,22,5,20,8,13,8,6,20,16,10,5,0,4,0,6,FORD,EXPLORER
19XFC1F33GE037425,2016,HONDA CIVIC EXT,1,9,33,15,12,1,15,3,3,16,14,0,3,7,4,2,5,HONDA,CIVIC
2C3CCAAG6CH261367,2012,CHRYSLER 300 BASE,2,12,3,12,12,10,10,16,6,12,17,2,6,1,3,6,7,CHRYSLER,300
KMHD35LH5GU311851,2016,HYUNDAI ELANTRA GT BASE,20,22,17,13,3,5,21,17,5,16,30,3,1,1,8,5,1,HYUNDAI,ELANTRA
1C4HJXFN3JW198292,2018,JEEP WRANGLER UNLIMITED RUBICON,1,12,4,17,19,33,15,23,3,19,32,1,9,8,2,9,2,JEEP,WRANGLER
1FMCU0GX9EUD22488,2014,FORD ESCAPE SE,1,15,22,12,30,0,16,33,9,14,30,13,2,2,4,8,8,FORD,ESCAPE
1C3CDFFA4GD815863,2016,DODGE DART SXT SPORT,1,12,3,12,13,15,15,10,4,16,13,8,1,5,8,6,3,DODGE,DART
1C4RJEBG6GC336112,2016,JEEP GRAND CHEROKEE LIMITED,1,12,4,27,19,14,11,16,6,16,12,3,3,6,1,1,2,JEEP,GRAND
19XFB2F55DE071968,2013,HONDA CIVIC LX,1,9,33,15,11,2,15,5,5,13,14,0,7,1,9,6,8,HONDA,CIVIC
SALGS2SV1KA530559,2019,LANDROVER RANGE ROVER 30L V6 SUPERCHARGED HSE,28,10,21,16,28,2,28,31,1,20,10,5,3,0,5,5,9,LANDROVER,RANGE
1HGCV1F30JA262510,2018,HONDA ACCORD SPORT,1,17,16,12,31,1,15,3,0,19,10,2,6,2,5,1,0,HONDA,ACCORD
2C3CDZFJ5GH290350,2016,DODGE CHALLENGER RT SCAT PACK,2,12,3,12,13,35,15,19,5,16,17,2,9,0,3,5,0,DODGE,CHALLENGER
5FNRL5H40DB019142,2013,HONDA ODYSSEY EX,5,15,23,27,21,5,17,4,0,13,11,0,1,9,1,4,2,HONDA,ODYSSEY
1GCRCREH4EZ135180,2014,CHEVROLET SILVERADO 1500 LT,1,16,12,27,12,27,14,17,4,14,35,1,3,5,1,8,0,CHEVROLET,SILVERADO
19XFB2F50FE280859,2015,HONDA CIVIC LX,1,9,33,15,11,2,15,5,0,15,14,2,8,0,8,5,9,HONDA,CIVIC
KL8CB6SA1HC705179,2017,CHEVROLET SPARK LS,20,21,8,12,11,6,28,10,1,17,12,7,0,5,1,7,9,CHEVROLET,SPARK
1ZVBP8EMXE5275803,2014,FORD MUSTANG,1,35,31,11,25,8,14,22,33,14,5,2,7,5,8,0,3,FORD,MUSTANG
WDD2J5JB8KA027761,2019,MERCEDESBENZ CLS 450 BASE,32,13,13,2,19,5,19,11,8,20,10,0,2,7,7,6,1,MERCEDESBENZ,CLS
1C4RJFCG4KC594805,2019,JEEP GRAND CHEROKEE OVERLAND,1,12,4,27,19,15,12,16,4,20,12,5,9,4,8,0,5,JEEP,GRAND
1FM5K7B80KGA50401,2019,FORD EXPLORER BASE,1,15,22,5,20,7,11,8,0,20,16,10,5,0,4,0,1,FORD,EXPLORER
JN8AS5MV6BW297314,2011,NISSAN ROGUE SV,19,23,8,10,28,5,22,31,6,11,32,2,9,7,3,1,4,NISSAN,ROGUE
2LMHJ5AT3EBL58883,2014,LINCOLN MKT ECOBOOST,2,21,22,17,19,5,10,29,3,14,11,21,5,8,8,8,3,LINCOLN,MKT
5N1AT2MT2KC729755,2019,NISSAN ROGUE S,5,23,1,10,29,2,22,29,2,20,12,7,2,9,7,5,5,NISSAN,ROGUE
1C4RJFBG6KC594712,2019,JEEP GRAND CHEROKEE LIMITED,1,12,4,27,19,15,11,16,6,20,12,5,9,4,7,1,2,JEEP,GRAND
KMHHU6KJ8DU096308,2013,HYUNDAI GENESIS COUPE 38 TRACK,20,22,17,17,30,6,20,19,8,13,30,0,9,6,3,0,8,HYUNDAI,GENESIS
1N6AA1E57JN504509,2018,NISSAN TITAN PRO4X,1,23,6,10,10,1,14,5,7,19,23,5,0,4,5,0,9,NISSAN,TITAN
4T1BK1EB8FU190162,2015,TOYOTA AVALON XLE,4,29,1,11,20,1,14,11,8,15,30,1,9,0,1,6,2,TOYOTA,AVALON
WMWZN3C56DT568711,2013,MINI CONVERTIBLE COOPER,32,22,32,35,23,3,12,5,6,13,29,5,6,8,7,1,1,MINI,CONVERTIBLE
2FMDK4KC9BBB27420,2011,FORD EDGE LIMITED,2,15,22,13,20,4,20,12,9,11,11,11,2,7,4,2,0,FORD,EDGE
3GTU2NEC3GG139492,2016,GMC SIERRA 1500 SLT,3,16,29,30,2,23,14,12,3,16,16,1,3,9,4,9,2,GMC,SIERRA
1HGCV1F30KA001377,2019,HONDA ACCORD SPORT,1,17,16,12,31,1,15,3,0,20,10,0,0,1,3,7,7,HONDA,ACCORD
