web-scraper-order,web-scraper-start-url,vinregex,makemodel
"1541790955-1534","https://www.cars.com/vehicledetail/detail/754189199/overview/","JTMRFREV2JD257976","New 2018 Toyota RAV4 XLE"
"1541789507-1017","https://www.cars.com/vehicledetail/detail/754189873/overview/","3GNAXUEV1KS508119","New 2019 Chevrolet Equinox LT"
"1541788734-662","https://www.cars.com/vehicledetail/detail/754190235/overview/","2GKALTEK0E6258979","Used 2014 GMC Terrain SLT-2"
"1541787852-254","https://www.cars.com/vehicledetail/detail/754190646/overview/","1GNSKBKC3KR213262","New 2019 Chevrolet Tahoe LT"
"1541789454-996","https://www.cars.com/vehicledetail/detail/754189898/overview/","2C3CDXJGXHH557421","Used 2017 Dodge Charger SXT"
"1541789284-921","https://www.cars.com/vehicledetail/detail/754189975/overview/","ZARFAMBNXK7602329","New 2019 Alfa Romeo Giulia Ti"
"1541788509-562","https://www.cars.com/vehicledetail/detail/754190335/overview/","null","New 2019 Land Rover Range Rover 5.0L Supercharged"
"1541789550-1036","https://www.cars.com/vehicledetail/detail/754189852/overview/","null","null"
"1541788059-353","https://www.cars.com/vehicledetail/detail/754190547/overview/","1GNERFKW7KJ177388","New 2019 Chevrolet Traverse LS"
"1541788075-360","https://www.cars.com/vehicledetail/detail/754190539/overview/","1GCPTDE13K1170946","New 2019 Chevrolet Colorado Z71"
"1541791613-1735","https://www.cars.com/vehicledetail/detail/754188880/overview/","SALVV2BG5CH612206","Used 2012 Land Rover Range Rover Evoque Prestige Premium"
"1541788901-742","https://www.cars.com/vehicledetail/detail/754190155/overview/","5J6RM4H37GL061107","Used 2016 Honda CR-V LX"
"1541789926-1191","https://www.cars.com/vehicledetail/detail/754189677/overview/","2HKRW6H31JH232375","New 2018 Honda CR-V LX"
"1541788239-434","https://www.cars.com/vehicledetail/detail/754190463/overview/","JF2SKAPC8KH421186","New 2019 Subaru Forester 2.5i Touring"
"1541791209-1625","https://www.cars.com/vehicledetail/detail/754189077/overview/","1FMCU0GD6KUA16995","New 2019 Ford Escape SE"
"1541791395-1677","https://www.cars.com/vehicledetail/detail/754188988/overview/","5TDKZRFH1KS555166","New 2019 Toyota Highlander SE"
"1541788256-442","https://www.cars.com/vehicledetail/detail/754190455/overview/","5XXGN4A70FG510536","Used 2015 Kia Optima EX"
"1541787799-230","https://www.cars.com/vehicledetail/detail/754190670/overview/","null","New 2019 Toyota Yaris Sedan LE"
"1541790156-1264","https://www.cars.com/vehicledetail/detail/754189576/overview/","WBAPK5G57BNN30489","Used 2011 BMW 328 i xDrive"
"1541787604-141","https://www.cars.com/vehicledetail/detail/754190759/overview/","null","New 2018 Toyota RAV4 Hybrid LE"
"1541787881-268","https://www.cars.com/vehicledetail/detail/754190632/overview/","19XFC2F54JE041238","New 2018 Honda Civic LX"
"1541790201-1268","https://www.cars.com/vehicledetail/detail/754189554/overview/","WBA3B3C57FF548760","Used 2015 BMW 328 i xDrive"
"1541792007-1862","https://www.cars.com/vehicledetail/detail/754188689/overview/","2LMPJ8LP6KBL16801","New 2019 Lincoln Nautilus Reserve"
"1541789587-1053","https://www.cars.com/vehicledetail/detail/754189834/overview/","1VWBT7A37HC070684","Used 2017 Volkswagen Passat 1.8T SE"
"1541788933-758","https://www.cars.com/vehicledetail/detail/754190139/overview/","5FRYD4H48FB022214","Used 2015 Acura MDX 3.5L Technology Package"
"1541789938-1196","https://www.cars.com/vehicledetail/detail/754189671/overview/","3FADP4BJ5GM143842","Used 2016 Ford Fiesta SE"
"1541788761-675","https://www.cars.com/vehicledetail/detail/754190222/overview/","2FMPK3K94KBB09872","New 2019 Ford Edge Titanium"
"1541791786-1788","https://www.cars.com/vehicledetail/detail/754188795/overview/","2HKRM4H4XGH611466","Used 2016 Honda CR-V SE"
"1541787491-93","https://www.cars.com/vehicledetail/detail/754190807/overview/","null","New 2017 GMC Yukon XL 4WD"
"1541788935-759","https://www.cars.com/vehicledetail/detail/754190138/overview/","5N1AR2MM9FC702873","Used 2015 Nissan Pathfinder Platinum"
"1541791717-1765","https://www.cars.com/vehicledetail/detail/754188829/overview/","2T1BURHE5KC181445","New 2019 Toyota Corolla SE"
"1541789189-876","https://www.cars.com/vehicledetail/detail/754190020/overview/","JF2GTACC7KH247734","New 2019 Subaru Crosstrek 2.0i Premium"
"1541789282-920","https://www.cars.com/vehicledetail/detail/754189976/overview/","ZARFAMBN5K7603033","New 2019 Alfa Romeo Giulia Ti"
"1541787887-271","https://www.cars.com/vehicledetail/detail/754190629/overview/","null","New 2017 Chevrolet Silverado 1500 SWB, 2WD, Double Cab Pickup"
"1541790268-1296","https://www.cars.com/vehicledetail/detail/754189521/overview/","KL4CJASBXKB741918","New 2019 Buick Encore Preferred"
"1541787823-240","https://www.cars.com/vehicledetail/detail/754190660/overview/","null","New 2017 Chevrolet Silverado 1500 4WD Standard Box Double Cab"
"1541791231-1634","https://www.cars.com/vehicledetail/detail/754189067/overview/","null","null"
"1541788937-760","https://www.cars.com/vehicledetail/detail/754190137/overview/","WBS3S7C57KAC09509","New 2019 BMW M4 CS"
"1541787326-14","https://www.cars.com/vehicledetail/detail/754190886/overview/","null","New 2017 Buick Regal GS FWD"
"1541790373-1337","https://www.cars.com/vehicledetail/detail/754189470/overview/","1GYKNBRS3HZ176861","Used 2017 Cadillac XT5 Luxury"
"1541790779-1473","https://www.cars.com/vehicledetail/detail/754189281/overview/","1GKKNLLA2JZ233475","Used 2018 GMC Acadia SLE-2"
"1541788605-606","https://www.cars.com/vehicledetail/detail/754190291/overview/","5TDJZ3DC1HS166388","Certified 2017 Toyota Sienna LE"
"1541789526-1026","https://www.cars.com/vehicledetail/detail/754189864/overview/","WBXHT3C3XGP888892","Certified 2016 BMW X1 xDrive 28i"
"1541788697-649","https://www.cars.com/vehicledetail/detail/754190248/overview/","3GCUKSEC1JG550976","New 2018 Chevrolet Silverado 1500 LTZ"
"1541788679-641","https://www.cars.com/vehicledetail/detail/754190256/overview/","WBA3A5G50ENP29261","Used 2014 BMW 328 i"
"1541788260-444","https://www.cars.com/vehicledetail/detail/754190453/overview/","19UDE2F7XGA013928","Used 2016 Acura ILX Premium Package"
"1541788007-328","https://www.cars.com/vehicledetail/detail/754190572/overview/","null","New 2017 Chevrolet Silverado 3500 LWB, 4WD, Crew Cab"
"1541788223-427","https://www.cars.com/vehicledetail/detail/754190470/overview/","4S4BSANC0K3246507","New 2019 Subaru Outback 2.5i Limited"
"1541790038-1236","https://www.cars.com/vehicledetail/detail/754189622/overview/","3GCPCREC8HG124442","Certified 2017 Chevrolet Silverado 1500 1LT"
"1541787388-44","https://www.cars.com/vehicledetail/detail/754190856/overview/","null","New 2018 Chevrolet Tahoe 4WD"
"1541791931-1831","https://www.cars.com/vehicledetail/detail/754188726/overview/","1GTU9DED8KZ176318","New 2019 GMC Sierra 1500 SLT"
"1541787767-216","https://www.cars.com/vehicledetail/detail/754190684/overview/","4T1B11HK1KU180162","New 2019 Toyota Camry SE"
"1541789380-964","https://www.cars.com/vehicledetail/detail/754189932/overview/","5UXKR0C54JL077121","New 2018 BMW X5 xDrive35i"
"1541791047-1568","https://www.cars.com/vehicledetail/detail/754189155/overview/","JF2SKAUC8KH421211","New 2019 Subaru Forester Limited"
"1541787485-90","https://www.cars.com/vehicledetail/detail/754190810/overview/","null","New 2017 GMC Yukon XL 4WD"
"1541788082-362","https://www.cars.com/vehicledetail/detail/754190536/overview/","3FA6P0H76ER176149","Used 2014 Ford Fusion SE"
"1541790569-1404","https://www.cars.com/vehicledetail/detail/754189375/overview/","4S4WMARD1K3436038","New 2019 Subaru Ascent Touring 7-Passenger"
"1541787364-33","https://www.cars.com/vehicledetail/detail/754190867/overview/","null","New 2017 GMC Sierra 1500 4WD, Double Cab Standard Box"
"1541788792-690","https://www.cars.com/vehicledetail/detail/754190207/overview/","WMWXU1C59K2J01414","New 2019 MINI Hardtop Cooper"
"1541788159-397","https://www.cars.com/vehicledetail/detail/754190500/overview/","2T3WFREV0FW207929","Used 2015 Toyota RAV4 XLE"
"1541788643-624","https://www.cars.com/vehicledetail/detail/754190273/overview/","3GNAXHEV2KS542660","New 2019 Chevrolet Equinox LS"
"1541787516-105","https://www.cars.com/vehicledetail/detail/754190795/overview/","null","New 2017 GMC Acadia FWD"
"1541787848-252","https://www.cars.com/vehicledetail/detail/754190648/overview/","null","New 2018 Chevrolet Silverado 1500 4WD Standard Box Double Cab"
"1541788173-403","https://www.cars.com/vehicledetail/detail/754190494/overview/","1G4GB5G37EF102515","Used 2014 Buick LaCrosse Leather"
"1541787706-189","https://www.cars.com/vehicledetail/detail/754190711/overview/","1C4PJMLXXKD355653","New 2019 Jeep Cherokee Latitude Plus"
"1541787834-245","https://www.cars.com/vehicledetail/detail/754190655/overview/","null","New 2018 Chevrolet Silverado 1500 4WD Standard Box Double Cab"
"1541789421-982","https://www.cars.com/vehicledetail/detail/754189914/overview/","LYV402FK2GB095521","Certified 2016 Volvo S60 T5 Drive-E Premier"
"1541787821-239","https://www.cars.com/vehicledetail/detail/754190661/overview/","null","New 2017 Chevrolet Silverado 1500 4WD Standard Box Double Cab"
"1541787684-178","https://www.cars.com/vehicledetail/detail/754190722/overview/","1C4HJXEG9KW527274","New 2019 Jeep Wrangler Sahara"
"1541789928-1192","https://www.cars.com/vehicledetail/detail/754189676/overview/","4JGDA5HB7JB019177","Used 2018 Mercedes-Benz GLE 350 Base 4MATIC"
"1541791886-1815","https://www.cars.com/vehicledetail/detail/754188748/overview/","ZACCJBCT3GPE06631","Used 2016 Jeep Renegade Trailhawk"
"1541791850-1800","https://www.cars.com/vehicledetail/detail/754188764/overview/","3KPC24A31KE057955","New 2019 Hyundai Accent SE"
"1541789225-893","https://www.cars.com/vehicledetail/detail/754190003/overview/","null","New 2019 GMC Canyon 2WD Denali"
"1541789316-936","https://www.cars.com/vehicledetail/detail/754189960/overview/","null","New 2019 Subaru Crosstrek 2.0i Premium"
"1541790348-1328","https://www.cars.com/vehicledetail/detail/754189482/overview/","WA1C2AFP7HA096744","Used 2017 Audi Q5 2.0T Premium"
"1541787542-117","https://www.cars.com/vehicledetail/detail/754190783/overview/","KL7CJLSB9KB746302","New 2019 Chevrolet Trax LT"
"1541791763-1780","https://www.cars.com/vehicledetail/detail/754188806/overview/","JM3KE4DY3G0617069","Used 2016 Mazda CX-5 Grand Touring"
"1541789701-1099","https://www.cars.com/vehicledetail/detail/754189782/overview/","5N1AT2MV5KC712143","New 2019 Nissan Rogue SL"
"1541791666-1747","https://www.cars.com/vehicledetail/detail/754188854/overview/","3MYDLBYV9KY504738","New 2019 Toyota Yaris Sedan XLE"
"1541788171-402","https://www.cars.com/vehicledetail/detail/754190495/overview/","null","New 2019 Volkswagen Tiguan 2.0T SE"
"1541789150-858","https://www.cars.com/vehicledetail/detail/754190038/overview/","5N1AR2MM7FC693803","Used 2015 Nissan Pathfinder SL"
"1541788291-458","https://www.cars.com/vehicledetail/detail/754190439/overview/","JF2SKACC9KH427875","New 2019 Subaru Forester 2.5i Touring"
"1541788536-575","https://www.cars.com/vehicledetail/detail/754190322/overview/","ZACCJBBT4GPD37014","Used 2016 Jeep Renegade 4WD 4dr 75th Anniversary"
"1541788073-359","https://www.cars.com/vehicledetail/detail/754190540/overview/","null","New 2018 Chevrolet Silverado 2500 LWB, 2WD, Reg Cab Pickup"
"1541790607-1414","https://www.cars.com/vehicledetail/detail/754189359/overview/","4T4BF1FK0GR561390","Used 2016 Toyota Camry LE"
"1541791258-1643","https://www.cars.com/vehicledetail/detail/754189054/overview/","5NPD84LF2JH364801","Used 2018 Hyundai Elantra SEL"
"1541789481-1007","https://www.cars.com/vehicledetail/detail/754189885/overview/","1C4RJFAG7GC347793","Used 2016 Jeep Grand Cherokee Laredo"
"1541790973-1541","https://www.cars.com/vehicledetail/detail/754189191/overview/","3TMCZ5AN6KM198223","New 2019 Toyota Tacoma TRD Off Road"
"1541791417-1684","https://www.cars.com/vehicledetail/detail/754188977/overview/","3GNCJKSB9KL220867","New 2019 Chevrolet Trax LS"
"1541791644-1741","https://www.cars.com/vehicledetail/detail/754188865/overview/","4S4BSATCXJ3393693","Used 2018 Subaru Outback Touring"
"1541788211-421","https://www.cars.com/vehicledetail/detail/754190476/overview/","KM8J3CAL5KU839526","New 2019 Hyundai Tucson Sport"
"1541787743-206","https://www.cars.com/vehicledetail/detail/754190694/overview/","JTMRFREV3JJ747862","New 2018 Toyota RAV4 XLE"
"1541789868-1168","https://www.cars.com/vehicledetail/detail/754189705/overview/","WD4PG2EE3K3531761","New 2019 Mercedes-Benz Metris Base"
"1541790753-1464","https://www.cars.com/vehicledetail/detail/754189293/overview/","JTNK4RBE6K3020826","New 2019 Toyota Corolla Hatchback"
"1541787731-201","https://www.cars.com/vehicledetail/detail/754190699/overview/","null","New 2017 Chevrolet Express 2500 2500 Extended Cargo Van"
"1541790298-1308","https://www.cars.com/vehicledetail/detail/754189507/overview/","4T1B11HK8KU700115","New 2019 Toyota Camry LE"
"1541791235-1636","https://www.cars.com/vehicledetail/detail/754189065/overview/","WDDHF8JB0GB235745","Used 2016 Mercedes-Benz E 350 4MATIC"
"1541791994-1856","https://www.cars.com/vehicledetail/detail/754188695/overview/","MAJ6S3GL9KC252021","New 2019 Ford EcoSport SE"
"1541790381-1340","https://www.cars.com/vehicledetail/detail/754189466/overview/","3GTU2NEJ5JG604571","New 2018 GMC Sierra 1500 SLT"
"1541791953-1840","https://www.cars.com/vehicledetail/detail/754188715/overview/","1FTEW1EG0JKF73664","New 2018 Ford F-150 Lariat"
"1541787916-285","https://www.cars.com/vehicledetail/detail/754190615/overview/","1GCHTCEN8J1102092","New 2018 Chevrolet Colorado LT Extended Cab"
"1541787909-282","https://www.cars.com/vehicledetail/detail/754190618/overview/","null","New 2018 Chevrolet Silverado 1500 2WD Standard Box Reg Cab"
"1541787622-148","https://www.cars.com/vehicledetail/detail/754190752/overview/","1N6AD0EV3GN904996","Used 2016 Nissan Frontier SV"
"1541787475-85","https://www.cars.com/vehicledetail/detail/754190815/overview/","1C4RDHAG9DC564661","Used 2013 Dodge Durango SXT"
"1541791512-1708","https://www.cars.com/vehicledetail/detail/754188930/overview/","WAUCFAFRXBA044783","Used 2011 Audi A5 2.0T quattro"
"1541788744-667","https://www.cars.com/vehicledetail/detail/754190230/overview/","1GNERHKW9KJ178425","New 2019 Chevrolet Traverse LT Leather"
"1541788048-348","https://www.cars.com/vehicledetail/detail/754190552/overview/","null","New 2018 Chevrolet Silverado 2500 4WD Standard Box Crew Cab"
"1541787708-190","https://www.cars.com/vehicledetail/detail/754190710/overview/","1C4PJMLX2KD359969","New 2019 Jeep Cherokee Latitude Plus"
"1541788144-390","https://www.cars.com/vehicledetail/detail/754190507/overview/","null","null"
"1541789307-932","https://www.cars.com/vehicledetail/detail/754189964/overview/","2C3CDZBG5FH759056","Certified 2015 Dodge Challenger SXT Plus"
"1541788005-327","https://www.cars.com/vehicledetail/detail/754190573/overview/","null","Used 1997 Toyota Camry LE"
"1541787431-64","https://www.cars.com/vehicledetail/detail/754190836/overview/","null","New 2017 GMC Yukon XL 4WD"
"1541790007-1223","https://www.cars.com/vehicledetail/detail/754189637/overview/","1GTEK19BX5Z180245","Used 2005 GMC Sierra 1500 W/T"
"1541788274-450","https://www.cars.com/vehicledetail/detail/754190447/overview/","KM8J3CAL2KU839273","New 2019 Hyundai Tucson Ultimate"
"1541789497-1013","https://www.cars.com/vehicledetail/detail/754189877/overview/","5UXCR6C59KLK81261","New 2019 BMW X5 xDrive40i"
"1541792112-1892","https://www.cars.com/vehicledetail/detail/754188637/overview/","1GYS4DKJ6KR198781","New 2019 Cadillac Escalade Platinum"
"1541788542-578","https://www.cars.com/vehicledetail/detail/754190319/overview/","3MZBN1W3XJM261746","New 2018 Mazda Mazda3 Grand Touring"
"1541790287-1304","https://www.cars.com/vehicledetail/detail/754189512/overview/","1GTU9DED3KZ155067","New 2019 GMC Sierra 1500 SLT"
"1541788360-490","https://www.cars.com/vehicledetail/detail/754190407/overview/","2FMPK4K97KBB04252","New 2019 Ford Edge Titanium"
"1541787867-261","https://www.cars.com/vehicledetail/detail/754190639/overview/","5FNYF6H63KB035794","New 2019 Honda Pilot Touring 8-Passenger"
"1541788199-415","https://www.cars.com/vehicledetail/detail/754190482/overview/","1GNALBEK8EZ133679","Used 2014 Chevrolet Equinox 1LT"
"1541787972-312","https://www.cars.com/vehicledetail/detail/754190588/overview/","null","New 2017 Chevrolet Colorado LT Crew Cab, Short Box"
"1541789403-974","https://www.cars.com/vehicledetail/detail/754189922/overview/","null","New 2019 BMW 430 Gran Coupe i xDrive"
"1541790588-1411","https://www.cars.com/vehicledetail/detail/754189368/overview/","1G6DJ577180144024","Used 2008 Cadillac CTS Base"
"1541789875-1171","https://www.cars.com/vehicledetail/detail/754189702/overview/","2T1BURHE9KC193761","New 2019 Toyota Corolla LE"
"1541789033-804","https://www.cars.com/vehicledetail/detail/754190092/overview/","null","Used 2012 Hyundai Veloster Base"
"1541790213-1273","https://www.cars.com/vehicledetail/detail/754189548/overview/","3FAHP0JA2CR348737","Used 2012 Ford Fusion SEL"
"1541791502-1706","https://www.cars.com/vehicledetail/detail/754188935/overview/","JA4AD2A35HZ020758","Used 2017 Mitsubishi Outlander ES"
"1541788012-330","https://www.cars.com/vehicledetail/detail/754190570/overview/","null","New 2018 Chevrolet Silverado 2500 LWB, 4WD, Double Cab Pickup"
"1541791593-1728","https://www.cars.com/vehicledetail/detail/754188890/overview/","4S4BSAFC2K3256857","New 2019 Subaru Outback 2.5i"
"1541788473-545","https://www.cars.com/vehicledetail/detail/754190352/overview/","1G1YF2D78E5106221","Used 2014 Chevrolet Corvette Stingray Base"
"1541790411-1351","https://www.cars.com/vehicledetail/detail/754189451/overview/","1GT12SEY3KF155828","New 2019 GMC Sierra 2500 Denali"
"1541788358-489","https://www.cars.com/vehicledetail/detail/754190408/overview/","5N1AT2MT6KC724168","New 2019 Nissan Rogue SV"
"1541788001-325","https://www.cars.com/vehicledetail/detail/754190575/overview/","null","New 2017 Chevrolet Colorado WT Crew Cab, Short Box"
"1541789218-890","https://www.cars.com/vehicledetail/detail/754190006/overview/","1GCGG25C591139492","Used 2009 Chevrolet Express 2500 Cargo"
"1541787690-181","https://www.cars.com/vehicledetail/detail/754190719/overview/","1C6SRFBT1KN719215","New 2019 RAM 1500 Big Horn"
"1541790360-1332","https://www.cars.com/vehicledetail/detail/754189476/overview/","LRBFXCSA6KD026691","New 2019 Buick Envision Essence"
"1541788898-741","https://www.cars.com/vehicledetail/detail/754190156/overview/","3N1CE2CP1JL362218","New 2018 Nissan Versa Note SV"
"1541789903-1182","https://www.cars.com/vehicledetail/detail/754189688/overview/","1N4AA6AP4HC418271","Used 2017 Nissan Maxima 3.5 SV"
"1541787694-183","https://www.cars.com/vehicledetail/detail/754190717/overview/","1C4PJMLX0KD359971","New 2019 Jeep Cherokee Latitude Plus"
"1541790014-1226","https://www.cars.com/vehicledetail/detail/754189634/overview/","1GB2CVCG1DZ340656","Used 2013 Chevrolet Silverado 2500 Work Truck"
"1541788866-726","https://www.cars.com/vehicledetail/detail/754190171/overview/","2T2BK1BA4BC084679","Used 2011 Lexus RX 350 Base"
"1541791125-1596","https://www.cars.com/vehicledetail/detail/754189117/overview/","KNAFT4A2XD5723370","Used 2013 Kia Forte LX"
"1541788907-745","https://www.cars.com/vehicledetail/detail/754190152/overview/","3VV4B7AX3JM221432","New 2018 Volkswagen Tiguan 2.0T SEL Premium"
"1541788195-413","https://www.cars.com/vehicledetail/detail/754190484/overview/","5GAKRAKDXEJ303956","Used 2014 Buick Enclave Convenience"
"1541789895-1179","https://www.cars.com/vehicledetail/detail/754189692/overview/","null","null"
"1541792132-1901","https://www.cars.com/vehicledetail/detail/754188627/overview/","1GYS4BKJ6KR194749","New 2019 Cadillac Escalade Luxury"
"1541787510-102","https://www.cars.com/vehicledetail/detail/754190798/overview/","2GNALFEK0C1271729","Used 2012 Chevrolet Equinox LTZ"
"1541789405-975","https://www.cars.com/vehicledetail/detail/754189921/overview/","1GCRYEED1KZ171573","New 2019 Chevrolet Silverado 1500 RST"
"1541789792-1135","https://www.cars.com/vehicledetail/detail/754189742/overview/","4JGDA5HB3GA699254","Used 2016 Mercedes-Benz GLE 350 4MATIC"
"1541787760-213","https://www.cars.com/vehicledetail/detail/754190687/overview/","null","New 2019 Toyota Highlander XLE"
"1541790530-1390","https://www.cars.com/vehicledetail/detail/754189394/overview/","1C6SRFJT0KN643035","New 2019 RAM 1500 Laramie"
"1541787883-269","https://www.cars.com/vehicledetail/detail/754190631/overview/","2GNAXHEV0K6177135","New 2019 Chevrolet Equinox LS"
"1541791753-1775","https://www.cars.com/vehicledetail/detail/754188811/overview/","1FADP3E26JL229300","Used 2018 Ford Focus S"
"1541790219-1275","https://www.cars.com/vehicledetail/detail/754189545/overview/","WA1LGAFE7ED018748","Used 2014 Audi Q7 3.0T Premium Plus"
"1541787793-228","https://www.cars.com/vehicledetail/detail/754190672/overview/","null","New 2018 Chevrolet Silverado 1500 4WD Standard Box Double Cab"
"1541790003-1221","https://www.cars.com/vehicledetail/detail/754189639/overview/","1HGCV1F43JA267189","New 2018 Honda Accord EX"
"1541791466-1697","https://www.cars.com/vehicledetail/detail/754188953/overview/","WDD2J5KB6KA008303","New 2019 Mercedes-Benz CLS 450 Base"
"1541787654-164","https://www.cars.com/vehicledetail/detail/754190736/overview/","1C6SRFMT0KN719235","New 2019 RAM 1500 Big Horn"
"1541788540-577","https://www.cars.com/vehicledetail/detail/754190320/overview/","SALGR2PFXGA287886","Used 2016 Land Rover Range Rover 4WD 4dr"
"1541788276-451","https://www.cars.com/vehicledetail/detail/754190446/overview/","KM8K12AA5KU225269","New 2019 Hyundai Kona SE"
"1541788766-677","https://www.cars.com/vehicledetail/detail/754190220/overview/","5UXTR7C56KLF31533","New 2019 BMW X3 sDrive30i"
"1541790835-1493","https://www.cars.com/vehicledetail/detail/754189256/overview/","19XFB2F99FE081215","Used 2015 Honda Civic EX-L"
"1541788428-523","https://www.cars.com/vehicledetail/detail/754190374/overview/","null","New 2017 Buick LaCrosse Premium (1SP) AWD"
"1541789125-846","https://www.cars.com/vehicledetail/detail/754190050/overview/","1GCRYCEF7KZ175536","New 2019 Chevrolet Silverado 1500 Custom Trail Boss"
"1541789824-1149","https://www.cars.com/vehicledetail/detail/754189726/overview/","1J8HG48P27C702250","Used 2007 Jeep Commander Sport"
"1541789148-857","https://www.cars.com/vehicledetail/detail/754190039/overview/","WBA8E1C50JA758849","New 2018 BMW 330e iPerformance"
"1541787559-125","https://www.cars.com/vehicledetail/detail/754190775/overview/","2GNAXKEVXK6172652","New 2019 Chevrolet Equinox 1LT"
"1541789764-1126","https://www.cars.com/vehicledetail/detail/754189752/overview/","3N1AB7AP0KY248182","New 2019 Nissan Sentra SV"
"1541788268-447","https://www.cars.com/vehicledetail/detail/754190450/overview/","null","null"
"1541789115-842","https://www.cars.com/vehicledetail/detail/754190054/overview/","3GNAXKEV5KS542553","New 2019 Chevrolet Equinox LT"
"1541787504-99","https://www.cars.com/vehicledetail/detail/754190801/overview/","null","New 2017 GMC Yukon 4WD"
"1541787918-286","https://www.cars.com/vehicledetail/detail/754190614/overview/","null","New 2018 Chevrolet Colorado Base/WT Extended Cab"
"1541790943-1530","https://www.cars.com/vehicledetail/detail/754189205/overview/","5TDYY5G15KS072612","New 2019 Toyota Sequoia Platinum"
"1541787679-176","https://www.cars.com/vehicledetail/detail/754190724/overview/","1C4PJMLX4KD355650","New 2019 Jeep Cherokee Latitude Plus"
"1541789646-1078","https://www.cars.com/vehicledetail/detail/754189807/overview/","1C4BJWDG5GL262833","Used 2016 Jeep Wrangler Unlimited Sport"
"1541790858-1502","https://www.cars.com/vehicledetail/detail/754189245/overview/","3N1AB7AP8DL733718","Used 2013 Nissan Sentra FE+ SV"
"1541790250-1287","https://www.cars.com/vehicledetail/detail/754189530/overview/","1N4AL3AP8FC578160","Used 2015 Nissan Altima 2.5 S"
"1541788426-522","https://www.cars.com/vehicledetail/detail/754190375/overview/","1GTU9FEL0KZ116620","New 2019 GMC Sierra 1500 Denali"
"1541789614-1065","https://www.cars.com/vehicledetail/detail/754189821/overview/","1GCVKREC6JZ194604","Certified 2018 Chevrolet Silverado 1500 1LT"
"1541789534-1028","https://www.cars.com/vehicledetail/detail/754189860/overview/","1GKKNULS2KZ169602","New 2019 GMC Acadia SLT-1"
"1541788573-591","https://www.cars.com/vehicledetail/detail/754190306/overview/","3GNAXUEV3KL191907","New 2019 Chevrolet Equinox LT"
"1541787536-114","https://www.cars.com/vehicledetail/detail/754190786/overview/","null","New 2017 GMC Yukon 4WD"
"1541790342-1325","https://www.cars.com/vehicledetail/detail/754189485/overview/","1N4AL3AP4HC266789","Used 2017 Nissan Altima 2.5 SV"
"1541790957-1535","https://www.cars.com/vehicledetail/detail/754189198/overview/","5TDJZRFH3KS569517","New 2019 Toyota Highlander XLE"
"1541789083-828","https://www.cars.com/vehicledetail/detail/754190068/overview/","null","New 2017 Buick LaCrosse Premium (1SP) FWD"
"1541791070-1576","https://www.cars.com/vehicledetail/detail/754189144/overview/","2T3JFREV0GW519177","Used 2016 Toyota RAV4 SE"
"1541788389-504","https://www.cars.com/vehicledetail/detail/754190393/overview/","SALWR2RV0KA418817","New 2019 Land Rover Range Rover Sport 3.0L Supercharged SE"
"1541788878-731","https://www.cars.com/vehicledetail/detail/754190166/overview/","null","Used 2008 Honda CR-V EX"
"1541788315-469","https://www.cars.com/vehicledetail/detail/754190428/overview/","4S3BNAB69K3012781","New 2019 Subaru Legacy 2.5i"
"1541788869-727","https://www.cars.com/vehicledetail/detail/754190170/overview/","4T1BF1FK6GU524872","Used 2016 Toyota Camry SE w/Special Edition Pkg"
"1541790552-1397","https://www.cars.com/vehicledetail/detail/754189383/overview/","3FAHP0HA3AR335868","Used 2010 Ford Fusion SE"
"1541788226-428","https://www.cars.com/vehicledetail/detail/754190469/overview/","1C4RJFBG9FC149175","Used 2015 Jeep Grand Cherokee Limited"
"1541789418-981","https://www.cars.com/vehicledetail/detail/754189915/overview/","1G11H5SA6DF305840","Used 2013 Chevrolet Malibu 1LZ"
"1541789567-1044","https://www.cars.com/vehicledetail/detail/754189844/overview/","JF2SJADC8GH563956","Used 2016 Subaru Forester 2.5i Premium"
"1541790324-1318","https://www.cars.com/vehicledetail/detail/754189494/overview/","2FMPK3K81JBB87225","Used 2018 Ford Edge Titanium"
"1541787582-136","https://www.cars.com/vehicledetail/detail/754190764/overview/","null","New 2019 Toyota Camry XSE"
"1541788626-616","https://www.cars.com/vehicledetail/detail/754190281/overview/","WMWXP5C53K2H95213","New 2019 MINI Hardtop Cooper"
"1541789839-1155","https://www.cars.com/vehicledetail/detail/754189719/overview/","3FA6P0H72ER354817","Used 2014 Ford Fusion SE"
"1541789447-993","https://www.cars.com/vehicledetail/detail/754189901/overview/","null","null"
"1541788530-572","https://www.cars.com/vehicledetail/detail/754190325/overview/","3FA6P0HD0FR255548","Used 2015 Ford Fusion SE"
"1541792122-1897","https://www.cars.com/vehicledetail/detail/754188632/overview/","KNDPM3AC8J7444006","Certified 2018 Kia Sportage LX"
"1541790454-1365","https://www.cars.com/vehicledetail/detail/754189431/overview/","1HGCV1F58KA003850","New 2019 Honda Accord EX-L"
"1541791188-1617","https://www.cars.com/vehicledetail/detail/754189087/overview/","JTMBFREV0JJ255677","New 2018 Toyota RAV4 LE"
"1541787309-6","https://www.cars.com/vehicledetail/detail/754190894/overview/","null","Used 2010 Honda Accord EX-L"
"1541789626-1070","https://www.cars.com/vehicledetail/detail/754189816/overview/","2G1105S30H9157921","Used 2017 Chevrolet Impala 1LT"
